date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-01-01,,,,,,,
2000-01-02,,,,,,,
2000-01-03,,,,,,,
2000-01-04,,,,,,,
2000-01-05,,,,,,,
2000-01-06,,,,,,,
2000-01-07,,,,,,,
2000-01-08,,,,,,,
2000-01-09,,,,,,,
2000-01-10,2.5399822766036335,100.31970552465702,19.612726103077495,12.140662068965517,12.152855024100853,19.558441824249165,9.712142195031515
2000-01-11,2.5870027067111607,100.30155928809788,19.73247341490545,12.297725509825732,12.30726792732666,19.667216017797553,9.747820689655171
2000-01-12,2.653534408602151,100.30729677419355,18.929690322580644,11.516895698924731,11.532036559139787,18.8746064516129,9.460651612903225
2001-01-01,2.6047279569892474,100.34216774193547,18.263335483870968,11.03531505376344,11.051488172043012,18.210251612903228,9.250167741935483
2001-01-02,2.9577589093701997,100.388227265745,17.976352150537632,11.006157910906298,11.022552457757296,17.921023041474655,9.26550583717358
2001-01-03,3.696565360983103,100.39125952380952,17.073513440860218,10.532706298003074,10.549487941628264,17.006184331797236,8.999441321044547
2001-01-04,3.6686320276497697,100.41965952380953,16.459713440860217,10.187839631336406,10.204521274961596,16.3634509984639,8.761774654377879
2001-01-05,3.7812126728110598,100.4179821044547,15.981584408602151,10.239097695852534,10.255327726574501,15.84970906298003,8.794032718894009
2001-01-06,3.9689524577572968,100.43132403993856,15.630511290322579,10.486470814132105,10.501905145929339,15.459571428571428,8.988554224270354
2001-01-07,3.9933814900153606,100.4377079109063,15.818036021505375,10.952458986175113,10.966851382488478,15.637026267281106,9.292395084485406
2001-01-08,4.104704070660523,100.41164339477727,16.126036021505378,11.611878341013826,11.625270737327188,15.972606912442396,9.76045960061444
2001-01-09,3.9797040706605222,100.39197672811059,16.86023602150538,12.274778341013825,12.286837403993854,16.723306912442396,10.115192933947773
2001-01-10,3.9037040706605226,100.3789767281106,17.634429569892472,12.942133179723504,12.950127726574499,17.466016589861752,10.395354224270353
2001-01-11,3.879115898617512,100.36274339477727,18.19065430107527,13.333791244239631,13.341473963133641,18.008163901689706,10.59358970814132
2001-01-12,3.893458064516129,100.33770537634409,17.901097849462367,13.06584193548387,13.074606451612903,17.71741505376344,10.500389247311828
2002-01-01,3.368458064516129,100.36060860215055,17.954452688172044,13.13793870967742,13.146703225806451,17.77057634408602,10.54771182795699
2002-01-02,3.268877112135177,100.3470514592934,17.419164592933946,12.56406490015361,12.575581797235023,17.252316820276498,10.291092780337943
2002-01-03,3.2258771121351772,100.36559984639017,17.001842012288783,12.196871351766514,12.209452764976959,16.851187788018432,10.08635084485407
2002-01-04,3.0978437788018436,100.36369984639018,16.792208678955454,11.957904685099846,11.971619431643624,16.6637544546851,9.932084178187404
2002-01-05,3.1779082949308757,100.37469984639017,16.384724807987713,11.419743394777266,11.434103302611367,16.25965768049155,9.577729339477727
2002-01-06,3.3098964669738864,100.3752073732719,16.287265668202764,11.205769201228879,11.22017104454685,16.18193079877112,9.439383102918587
2002-01-07,3.34445668202765,100.3802138248848,16.766124807987712,11.653870276497695,11.668062442396312,16.663134024577573,9.79461643625192
2002-01-08,3.2361986175115214,100.35869769585254,17.574350614439325,12.438644470046082,12.450804377880184,17.513553379416283,10.265132565284178
2002-01-09,3.475431950844855,100.3285643625192,18.243483947772656,13.17991113671275,13.19077104454685,18.20812004608295,10.730899231950845
2002-01-10,3.37430291858679,100.31759662058371,18.90135491551459,13.801362749615976,13.810642012288787,18.882507142857143,11.011286328725038
2002-01-11,3.2744201228878653,100.3180202764977,18.854291474654378,13.678796082949308,13.687649539170504,18.817485637480797,10.933030414746543
2002-01-12,3.761360215053763,100.3015870967742,18.869258064516128,13.867145161290324,13.873293548387096,18.833459139784946,10.983880645161289
2003-01-01,3.8019731182795704,100.3403935483871,18.112516129032258,13.136500000000002,13.147745161290322,18.068201075268817,10.658622580645162
2003-01-02,3.980180261136713,100.31940783410138,17.480666129032258,12.679792857142857,12.690107066052226,17.43550821812596,10.365865437788019
2003-01-03,3.9906641321044547,100.28018202764977,17.165214516129033,12.700470276497695,12.710461904761905,17.104379185867895,10.356252534562211
2003-01-04,4.031897465437789,100.25624869431644,16.826447849462365,12.61280360983103,12.62269523809524,16.74131251920123,10.257785867895546
2003-01-05,4.482123271889401,100.22305514592934,16.472028494623654,12.5155455453149,12.525469431643625,16.381602841781874,10.140108448540705
2003-01-06,5.250957680491551,100.1995648233487,16.282487634408604,12.653150921658987,12.662882334869433,16.176301766513056,10.244712749615974
2003-01-07,5.1460544546851,100.21493149001535,16.325742473118275,12.723097158218126,12.733021044546852,16.201232949308753,10.33996866359447
2003-01-08,4.972602841781874,100.22296374807988,16.839258602150537,13.201613287250385,13.211569431643625,16.693007142857144,10.753936405529952
2003-01-09,4.8484028417818745,100.19519708141321,17.558658602150537,13.960246620583717,13.969469431643626,17.42887380952381,11.187703072196621
2003-01-10,4.331983486943164,100.18006804915514,18.01130376344086,14.312827265745009,14.321792012288785,17.883906067588327,11.36312242703533
2003-01-11,4.463299615975423,100.14838525345621,18.49840483870968,14.73563694316436,14.740745775729646,18.35272434715822,11.544670814132104
2003-01-12,4.315063440860215,100.1849935483871,18.125799999999998,14.340647311827956,14.3469623655914,17.969794623655915,11.385205376344086
2004-01-01,4.184160215053764,100.22096129032258,17.598735483870968,13.77045376344086,13.77880107526882,17.4435688172043,11.133527956989246
2004-01-02,4.106707341490545,100.25826473859844,16.953666518353725,13.198458361142011,13.207019466073415,16.808996403411196,10.822900370782351
2004-01-03,3.563707341490545,100.31729699666296,16.53653748609566,12.659587393400074,12.668535595105672,16.39125446792733,10.464255209492027
2004-01-04,2.7594406748238782,100.35149699666296,16.14443748609566,12.02135406006674,12.030702261772339,16.002587801260663,9.98678854282536
2004-01-05,2.588118094178717,100.35440022246941,16.11443748609566,11.849257285873191,11.85860548757879,15.990232962550982,9.795433704115684
2004-01-06,2.9162256210604376,100.35111420096403,16.06505684093437,11.764462662217278,11.773722691879867,15.95401575824991,9.705674564330739
2004-01-07,3.04624390063033,100.33858624397479,16.425397701149425,11.925750834260288,11.936008713385243,16.33655769373378,9.862228327771598
2004-01-08,3.1690180941787167,100.35748946978124,16.95742995921394,12.30139599555061,12.311847423062662,16.875041564701522,10.129325101965147
2004-01-09,3.2959847608453843,100.3371561364479,17.651163292547274,12.95449599555061,12.962647423062663,17.600774898034853,10.446725101965146
2004-01-10,3.2861137931034485,100.29628516870596,18.641324582869856,13.837076640711903,13.843937745643307,18.60048457545421,10.888563811642566
2004-01-11,3.6395395995550617,100.30995936225436,19.045399851687062,14.26866588802373,14.27364742306266,19.004348016314424,11.074901446051168
2004-01-12,3.5169322580645157,100.33679139784947,18.76314623655914,13.914398924731183,13.922256989247312,18.708972043010753,10.959309677419354
2005-01-01,3.827061290322581,100.33669462365592,18.127855913978493,13.36191505376344,13.372579569892475,18.0680688172043,10.740374193548387
2005-01-02,4.074068433179724,100.32801605222735,17.700972580645164,13.119953149001537,13.131505760368665,17.624033102918585,10.638678955453148
2005-01-03,4.2692297235023045,100.30117734254993,16.97055322580645,12.5580821812596,12.569667050691246,16.87483955453149,10.28074347158218
2005-01-04,3.953763056835637,100.2987440092166,16.37188655913979,11.976415514592933,11.988033717357911,16.267739554531488,9.841776804915515
2005-01-05,4.05898886328725,100.29751820276499,16.060628494623657,11.855092933947772,11.865743394777265,15.941287941628264,9.698615514592934
2005-01-06,4.206241551459294,100.28036766513057,16.102872580645162,12.027591858678955,12.037992857142857,15.980824500768048,9.808868202764977
2005-01-07,4.020410368663594,100.28251282642091,16.477070430107524,12.487617665130568,12.498013287250384,16.33698256528418,10.195339170506912
2005-01-08,4.2040555299539175,100.267706374808,16.96036075268817,12.994198310291859,13.004239093701997,16.817659984639015,10.59859723502304
2005-01-09,3.965355529953917,100.236406374808,17.713960752688173,13.622064976958523,13.631739093701999,17.58732665130568,11.001697235023041
2005-01-10,3.962678110599078,100.19418056835637,18.332251075268818,14.016645622119816,14.024481029185868,18.209229877112133,11.14447142857143
2005-01-11,3.971963056835637,100.15966551459293,18.69019731182796,14.22102411674347,14.229043394777268,18.56884815668203,11.240696159754226
2005-01-12,3.850033333333333,100.1501182795699,18.399560215053764,13.954420430107527,13.962376344086021,18.274432258064515,11.122898924731185
2006-01-01,3.7700978494623656,100.18856989247311,18.227947311827954,13.73587204301075,13.744698924731185,18.10678709677419,11.027318279569894
2006-01-02,3.876481182795699,100.21411989247312,17.869092549923195,13.372850614439324,13.382770353302613,17.76690614439324,10.861175422427035
2006-01-03,3.71664247311828,100.25292634408602,17.280769969278033,12.66404416282642,12.674899385560675,17.173035176651304,10.450014132104455
2006-01-04,3.486609139784947,100.25145967741936,16.971903302611366,12.23924416282642,12.250999385560675,16.85650184331797,10.158880798771122
2006-01-05,3.112802688172043,100.24181451612904,16.64554846390169,11.670792549923195,11.683096159754225,16.53066313364055,9.72188079877112
2006-01-06,2.927624193548387,100.26263602150537,16.573485023041478,11.232961367127496,11.24540153609831,16.479731950844855,9.363839938556067
2006-01-07,2.90635,100.26726182795699,16.786164592933947,11.18060222734255,11.19357895545315,16.708105069124425,9.353660368663594
2006-01-08,2.905317741935484,100.25039086021505,17.623293625192012,11.965311904761904,11.977998310291857,17.578492165898616,9.872176497695854
2006-01-09,2.7323844086021505,100.23952419354839,18.286126958525347,12.52434523809524,12.53413164362519,18.23882549923195,10.130143164362519
2006-01-10,2.988997311827957,100.23029838709678,18.840449539170507,12.86640975422427,12.876163901689708,18.80740614439324,10.284820583717359
2006-01-11,3.073463978494624,100.22358225806451,18.859693625192016,12.895479646697387,12.904771428571427,18.82506850998464,10.291668970814133
2006-01-12,3.206181720430108,100.2168806451613,18.91736989247312,13.049575268817204,13.057990322580645,18.843686021505377,10.344795698924731
2007-01-01,3.330084946236559,100.22578387096775,18.601144086021506,12.816994623655912,12.82702258064516,18.538686021505377,10.264344086021506
2007-01-02,3.352499231950845,100.23041720430108,17.96580122887865,12.26518509984639,12.276153533026115,17.914121735791092,9.98167980030722
2007-01-03,3.377499231950845,100.27757849462365,17.657865745007683,12.08444316436252,12.095734178187403,17.609476574500768,9.854905606758832
2007-01-04,3.2782658986175113,100.27874516129032,17.068699078341012,11.661443164362518,11.673367511520738,17.002676574500768,9.5885722734255
2007-01-05,3.038652995391705,100.29926129032258,16.75598940092166,11.132798003072196,11.145044930875574,16.671450768049155,9.198281950844855
2007-01-06,2.9701895545314896,100.31708924731183,16.766025960061448,10.900336712749615,10.912422350230415,16.677942165898617,9.009544316436251
2007-01-07,2.933450844854071,100.32047096774194,17.151214132104453,11.208989400921658,11.221404070660522,17.09366797235023,9.247062596006144
2007-01-08,2.7166443932411672,100.32363225806452,18.06566574500768,11.866634562211981,11.878887941628264,18.030797004608296,9.706869047619048
2007-01-09,2.406611059907834,100.3247989247312,18.880032411674346,12.367601228878646,12.379654608294931,18.857463671274964,10.004002380952382
2007-01-10,2.1457078341013824,100.30679892473118,19.300742089093703,12.440375422427035,12.45275138248848,19.30878625192012,10.052970122887865
2007-01-11,1.9915992319508447,100.3043430107527,19.643674347158218,12.643763594470046,12.655427726574501,19.64643356374808,10.13929055299539
2007-01-12,2.0569655913978493,100.32471397849463,19.68034946236559,12.692938709677419,12.704205376344087,19.68012365591398,10.13973870967742
2008-01-01,2.3371591397849465,100.32790752688172,18.79612365591398,11.885454838709677,11.89933440860215,18.787930107526883,9.789383870967741
2008-01-02,2.6012016685205785,100.34955005561736,18.217981127178348,11.484393919169449,11.500544753429736,18.197665739710793,9.629570077864294
2008-01-03,2.755879087875417,100.35009844271414,17.634755320726732,11.436329403040416,11.45293185020393,17.612472191323693,9.622053948832036
2008-01-04,2.9665124212087504,100.35279844271413,16.930821987393397,11.13856273637375,11.15503185020393,16.88163885799036,9.414953948832036
2008-01-05,2.9864801631442344,100.34102424916576,16.642112309974046,11.040949833147943,11.056838301816834,16.56070337411939,9.322760400444938
2008-01-06,2.9087296255098254,100.34031457174639,16.40712521319985,10.962539080459772,10.97766303299963,16.301778642936597,9.21610233592881
2008-01-07,2.9892640341119763,100.31447693733779,16.683320912124582,11.27605090841676,11.291095291064146,16.578320578420467,9.44679803485354
2008-01-08,3.559876937337782,100.27734790507972,17.147385428253617,11.925147682610309,11.939837226548017,17.04354638487208,9.90763674453096
2008-01-09,3.47594360400445,100.25104790507972,17.687718761586947,12.532247682610308,12.545337226548018,17.58964638487208,10.232470077864292
2008-01-10,3.646846829810901,100.26711242120875,18.003589729328883,12.813086392287726,12.825530774935112,17.89193670745272,10.392663626251391
2008-01-11,3.7287575824990733,100.23832424916574,18.378708008898776,13.156604671857618,13.16927055988135,18.280256062291436,10.56402169076752
2008-01-12,3.737255913978495,100.24962903225807,18.55556451612903,13.454851612903227,13.467024731182795,18.463316129032258,10.713016129032258
2009-01-01,3.6936430107526874,100.26101612903226,17.887112903225805,12.842787096774194,12.857831182795698,17.78570322580645,10.458435483870968
2009-01-02,3.9134834869431643,100.26139946236559,17.413412903225804,12.508568049155146,12.524852611367129,17.316338940092166,10.324366436251921
2009-01-03,4.482838325652842,100.27907688172043,16.85996129032258,12.100180952380953,12.116949385560677,16.76298410138249,10.051818049155145
2009-01-04,4.6921383256528415,100.30327688172044,16.260261290322582,11.765480952380951,11.783182718894007,16.173650768049153,9.827418049155145
2009-01-05,4.987299615975422,100.31488978494623,15.729164516129032,11.606642242703533,11.624731105990783,15.63719915514593,9.71570837173579
2009-01-06,4.5314555299539165,100.31907043010753,15.805102150537632,11.729463748079876,11.747268740399386,15.688714208909369,9.834984715821813
2009-01-07,4.877497465437788,100.31369731182795,16.024739784946238,12.044394930875576,12.062027880184331,15.904515284178188,10.097443855606759
2009-01-08,4.75056198156682,100.27366505376344,16.64603010752688,12.77852396313364,12.795092396313363,16.54022496159754,10.57144385560676
2009-01-09,5.032028648233487,100.2527317204301,17.595896774193548,13.903057296466974,13.915892396313364,17.489224961597543,11.228110522273425
2009-01-10,5.336480261136712,100.21850591397849,17.920154838709678,14.270831490015363,14.281537557603688,17.824676574500767,11.413529877112136
2009-01-11,5.300769508448541,100.19752849462365,18.345229032258064,14.786931490015363,14.793655837173578,18.226235714285714,11.607329877112136
2009-01-12,5.430339784946236,100.20874623655914,18.150664516129034,14.703572043010752,14.70909247311828,18.027103225806453,11.55568817204301
2010-01-01,5.148597849462365,100.20055268817204,17.749696774193545,14.316313978494625,14.321705376344088,17.59849032258065,11.38410752688172
2010-01-02,5.0172430875576035,100.17331697388633,17.005139631336405,13.540533026113673,13.546941090629797,16.834561751152073,11.049086098310292
2010-01-03,4.643372119815668,100.15754278033793,16.36830092165899,12.84088786482335,12.847328187403994,16.193110138248848,10.604215130568358
2010-01-04,4.593472119815669,100.17137611367127,15.734100921658987,12.158921198156682,12.166161520737328,15.571243471582182,10.076415130568357
2010-01-05,4.559794700460829,100.16618256528417,15.537036405529955,11.941147004608295,11.94922603686636,15.37340476190476,9.943705453149002
2010-01-06,4.477779646697388,100.17554600614439,15.574009523809526,11.816680337941628,11.826159370199694,15.407412288786484,9.966594700460828
2010-01-07,3.9978215821812597,100.19097718894008,15.781379416282642,11.688370660522274,11.698684101382488,15.618899385560676,9.958666743471582
2010-01-08,3.6741119047619044,100.17933202764978,16.394766513056833,12.048080337941629,12.058942165898618,16.240576804915513,10.293666743471583
2010-01-09,3.7524452380952376,100.15953202764976,17.235066513056836,12.413413671274961,12.424608832565285,17.106776804915512,10.530433410138247
2010-01-10,3.3675742703533027,100.14424170506913,17.95329231950845,12.666187864823348,12.678124961597543,17.806583256528416,10.661272119815669
2010-01-11,3.4509323348694316,100.160683640553,18.29809984639017,12.966459907834102,12.978127112135175,18.173960675883258,10.811843087557603
2010-01-12,3.2873505376344085,100.17591290322581,18.248602150537632,12.922448387096773,12.93638172043011,18.122889247311825,10.80676129032258
2011-01-01,3.389737634408602,100.20849354838711,17.972086021505376,12.56248064516129,12.577865591397849,17.815405376344085,10.665374193548386
2011-01-02,3.1886971582181256,100.24748878648234,17.803469354838708,12.393052073732719,12.40836559139785,17.64276966205837,10.57092895545315
2011-01-03,3.0693423195084484,100.2670049155146,17.393017741935484,11.965277880184331,11.980236559139785,17.22164062980031,10.24025153609831
2011-01-04,3.3329756528417818,100.25727158218126,16.952017741935485,11.625211213517666,11.639036559139786,16.772740629800303,9.89045153609831
2011-01-05,3.6067498463901693,100.22817480798771,16.560566129032257,11.272307987711212,11.285552688172043,16.377192242703533,9.538806374807987
2011-01-06,3.5384003840245777,100.22263179723502,16.593306989247314,11.202804761904762,11.215218279569893,16.406534178187407,9.423073041474654
2011-01-07,3.6399068356374813,100.21608663594472,16.81122311827957,11.679726267281106,11.691336559139785,16.639097619047618,9.788441858678954
2011-01-08,3.421068125960062,100.18573179723502,17.499319892473117,12.22927465437788,12.23978817204301,17.368968586789556,10.108828955453149
2011-01-09,3.2513681259600618,100.16566513056837,18.084419892473118,12.660241321044547,12.670821505376344,17.962101920122887,10.360962288786482
