date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-01-01,,,,,,,
2000-01-02,,,,,,,
2000-01-03,,,,,,,
2000-01-04,,,,,,,
2000-01-05,,,,,,,
2000-01-06,,,,,,,
2000-01-07,,,,,,,
2000-01-08,,,,,,,
2000-01-09,,,,,,,
2000-01-10,,,,,,,
2000-01-11,,,,,,,
2000-01-12,,,,,,,
2001-01-01,,,,,,,
2001-01-02,,,,,,,
2001-01-03,,,,,,,
2001-01-04,,,,,,,
2001-01-05,,,,,,,
2001-01-06,,,,,,,
2001-01-07,,,,,,,
2001-01-08,,,,,,,
2001-01-09,,,,,,,
2001-01-10,,,,,,,
2001-01-11,,,,,,,
2001-01-12,,,,,,,
2002-01-01,,,,,,,
2002-01-02,,,,,,,
2002-01-03,,,,,,,
2002-01-04,,,,,,,
2002-01-05,,,,,,,
2002-01-06,,,,,,,
2002-01-07,,,,,,,
2002-01-08,,,,,,,
2002-01-09,,,,,,,
2002-01-10,,,,,,,
2002-01-11,,,,,,,
2002-01-12,,,,,,,
2003-01-01,,,,,,,
2003-01-02,,,,,,,
2003-01-03,,,,,,,
2003-01-04,,,,,,,
2003-01-05,,,,,,,
2003-01-06,,,,,,,
2003-01-07,,,,,,,
2003-01-08,,,,,,,
2003-01-09,,,,,,,
2003-01-10,,,,,,,
2003-01-11,,,,,,,
2003-01-12,,,,,,,
2004-01-01,,,,,,,
2004-01-02,,,,,,,
2004-01-03,,,,,,,
2004-01-04,,,,,,,
2004-01-05,,,,,,,
2004-01-06,,,,,,,
2004-01-07,,,,,,,
2004-01-08,,,,,,,
2004-01-09,,,,,,,
2004-01-10,,,,,,,
2004-01-11,,,,,,,
2004-01-12,,,,,,,
2005-01-01,,,,,,,
2005-01-02,,,,,,,
2005-01-03,,,,,,,
2005-01-04,,,,,,,
2005-01-05,,,,,,,
2005-01-06,,,,,,,
2005-01-07,,,,,,,
2005-01-08,,,,,,,
2005-01-09,,,,,,,
2005-01-10,,,,,,,
2005-01-11,,,,,,,
2005-01-12,,,,,,,
2006-01-01,,,,,,,
2006-01-02,,,,,,,
2006-01-03,,,,,,,
2006-01-04,,,,,,,
2006-01-05,,,,,,,
2006-01-06,,,,,,,
2006-01-07,,,,,,,
2006-01-08,,,,,,,
2006-01-09,,,,,,,
2006-01-10,,,,,,,
2006-01-11,,,,,,,
2006-01-12,,,,,,,
2007-01-01,,,,,,,
2007-01-02,,,,,,,
2007-01-03,,,,,,,
2007-01-04,,,,,,,
2007-01-05,,,,,,,
2007-01-06,,,,,,,
2007-01-07,,,,,,,
2007-01-08,,,,,,,
2007-01-09,,,,,,,
2007-01-10,,,,,,,
2007-01-11,,,,,,,
2007-01-12,,,,,,,
2008-01-01,,,,,,,
2008-01-02,,,,,,,
2008-01-03,,,,,,,
2008-01-04,3.441481770750569,100.30723202420678,17.422168104507655,12.270482748291752,12.282020203930292,17.33195635679856,10.039312700619735
2008-01-05,3.440833383653795,100.30114815323904,17.526490685152815,12.375873070872398,12.387016978123842,17.43566280841146,10.09430302320038
2008-01-06,3.434230854918163,100.29684125668733,17.597916892049366,12.434213530642513,12.445315024100854,17.507151314158587,10.132200954234865
2008-01-07,3.420211500079454,100.29554125668732,17.675920117855817,12.495445788707029,12.506524701520206,17.586048088352136,10.176059018750994
2008-01-08,3.4856359086816036,100.29314985883786,17.728959687748294,12.560380304836062,12.571447604746012,17.63986324964246,10.224514717675724
2008-01-09,3.480734940939669,100.29352910614969,17.714024956565495,12.574758154298427,12.585774916573971,17.624876690502674,10.231484932729487
2008-01-10,3.4949033280364428,100.29599265453679,17.644138612479473,12.527131917739286,12.5381917982944,17.5531683034059,10.201102674664972
2008-01-11,3.5144976291117116,100.29776545023572,17.520082698500982,12.454751487631759,12.466136744530962,17.426790561470415,10.165593319826263
2008-01-12,3.5396556936278403,100.30039770830022,17.40466011785582,12.412974068276922,12.424510938079347,17.30901636792203,10.14538686821336
2009-01-01,3.5345534355633244,100.30375545023571,17.279009365167646,12.332637401610254,12.344499110122358,17.18140378727687,10.106893534880026
2009-01-02,3.5788318917845228,100.30140141797764,17.202236784522487,12.307273346310716,12.319219962656922,17.10774606838286,10.100535124741777
2009-01-03,3.6304169455479633,100.2988999126013,17.23923947269453,12.35611861512792,12.367985123947243,17.145239616769956,10.124702759150379
2009-01-04,3.638091246623232,100.29643926744002,17.330973988823562,12.459072055988136,12.470429640076278,17.237055745802213,10.168877597860057
2009-01-05,3.658468665978071,100.2928134609884,17.422503021081624,12.552578507601037,12.563848994914984,17.328742842576407,10.222613081731025
2009-01-06,3.6430055707399753,100.28623417527412,17.51183468774829,12.632710888553417,12.643919233010221,17.416632366385933,10.281462605540547
2009-01-07,3.5988281513851366,100.28577288495154,17.6091475909741,12.725927017585677,12.737028910429576,17.514709785740774,10.34128518618571
2009-01-08,3.6030963234281472,100.28139320753218,17.66277027914614,12.786200350919012,12.797248910429579,17.570845699719264,10.382069594787858
2009-01-09,3.639579226653954,100.28124041183327,17.68151393506012,12.821147447693203,12.832193211504848,17.59074215133217,10.409001100164202
2009-01-10,3.6764084739657825,100.27911589570424,17.63362447269453,12.791410135865247,12.802474179246783,17.545526882514963,10.387884433497536
2009-01-11,3.6652922374066423,100.27973750860745,17.531728666242916,12.716084651994281,12.727179555590867,17.44032473197733,10.338387014142697
2009-01-12,3.711395463213094,100.28111170215583,17.40469963398485,12.61644271651041,12.62760213623603,17.313195699719266,10.280057981884633
2010-01-01,3.747306323428148,100.27975750860746,17.328185547963347,12.560272178876,12.571471921182265,17.232757957783782,10.251594218443774
2010-01-02,3.74944514831294,100.2758732920176,17.268044994967955,12.518912040627152,12.530110976481806,17.173910261931248,10.23425078526405
2010-01-03,3.7348942880978866,100.27229339954447,17.240267683139997,12.503288169659411,12.51443441734202,17.14723746623232,10.223675623973726
2010-01-04,3.7130069762699294,100.26960124900683,17.295134994967956,12.5420188148207,12.553074739922666,17.202015208167808,10.239065193866201
2010-01-05,3.717961814979607,100.26633028126491,17.36740596270989,12.606247847078766,12.61728119153557,17.274992627522646,10.28088454870491
2010-01-06,3.723986576884369,100.2642426622173,17.478254772233697,12.711461894697813,12.722306667726045,17.38635524657026,10.34961978680015
2010-01-07,3.7167736736585626,100.26377814608824,17.559467675459505,12.77029737856878,12.781116345145401,17.467513311086392,10.396232690025954
2010-01-08,3.734035286561788,100.2606791138302,17.59388025610467,12.800427701149424,12.811206452672282,17.503209117538006,10.424042690025953
2010-01-09,3.7227459317230784,100.2582207267334,17.616762836749828,12.815451679644049,12.82623010858626,17.52503664441973,10.43365742120875
2010-01-10,3.7171632435510356,100.25801513533555,17.57130229911542,12.762484582869856,12.7733975279411,17.475660945494994,10.402246883574342
2010-01-11,3.7579538887123256,100.25780449017428,17.48138305180359,12.691531142009643,12.702478388156154,17.38384062291435,10.353316883574342
2010-01-12,3.754560340325229,100.25759481275492,17.335470148577784,12.567292432332222,12.5786687107368,17.2348438487208,10.28841365776789
2011-01-01,3.7263248564542613,100.26028631813125,17.213127890513267,12.441545120504264,12.45314387202712,17.107965999258436,10.217123120133483
2011-01-02,3.6944464002330633,100.2625904655967,17.185346438900368,12.401187747232376,12.412847097833572,17.078041460087928,10.195029456539011
2011-01-03,3.6974540346416647,100.26122874516659,17.221278589438,12.434896026802267,12.446539893532496,17.115408126754595,10.211606660840086
2011-01-04,3.681148120663171,100.259811110758,17.286530739975635,12.487268499920546,12.498880968801313,17.180283395571802,10.240276875893851
2011-01-05,3.6972513464696224,100.25255627204831,17.404272675459502,12.5838781773399,12.594897097833574,17.298412427829863,10.284251069442236
2011-01-06,3.689857298850575,100.25100151014357,17.505144342126172,12.652728891625616,12.66371757402405,17.40031171354415,10.32976345039462
2011-01-07,3.687670202076381,100.2518111875629,17.581363696964882,12.713377278722389,12.724317574024049,17.4785084877377,10.376876353620425
2011-01-08,3.656080309603263,100.25096344562742,17.638589503416497,12.72413168732454,12.735106821335876,17.538426552253828,10.387351192330103
2011-01-09,3.634878374119392,100.25206548863817,17.64262219158854,12.706000719582605,12.717013595529425,17.54189053074845,10.37540226759892
2011-01-10,3.5513884816462733,100.25299516605753,17.57971176148101,12.607911149690132,12.619052950368134,17.47785934795275,10.312509579426877
2011-01-11,3.545478804226919,100.25455516605753,17.495126277610044,12.518713192700885,12.52998907940039,17.39367622967318,10.254473988029027
2011-01-12,3.5511142880978865,100.25731323057366,17.38765530986811,12.417842224958948,12.42918585359394,17.286589132898985,10.185706246093543
2012-01-01,3.5755870837968113,100.25952495100377,17.329857137825098,12.360477493776154,12.371975746067058,17.227562681286084,10.155242267598918
2012-01-02,3.6013374731182797,100.26081861062556,17.314866036601515,12.355686615021982,12.367242264420787,17.21289104613592,10.154314570157318
2012-01-03,3.6094800537634404,100.26030624503417,17.37515270326818,12.424237905344562,12.435643662270246,17.27449308914667,10.188088763705705
2012-01-04,3.6158629569892473,100.25671398696964,17.472434853805815,12.511224249430587,12.52250581280788,17.37263868054452,10.230954355103554
2012-01-05,3.618266182795699,100.25394947084061,17.585286466709043,12.608908120398326,12.619947748291752,17.484367712802584,10.28062532284549
2012-01-06,3.583274803485354,100.2502357926797,17.7040966965941,12.68459766062821,12.695605909211292,17.604554954181893,10.324054748132847
2012-01-07,3.6046844809047087,100.24628417977647,17.788370890142488,12.75855572514434,12.769499457598391,17.690564631601248,10.375796683616716
2012-01-08,3.618269642195031,100.24336482493779,17.839060782615604,12.81380884342391,12.824725371576882,17.740993663859314,10.414482920175859
2012-01-09,3.6288555561735256,100.24330116902378,17.81656529874464,12.792283897187351,12.803201178028498,17.715009362784045,10.39911614598231
2012-01-10,3.6020673841305153,100.24161686794852,17.757080782615603,12.721102069230362,12.73206687695323,17.654211728375444,10.348133995444675
2012-01-11,3.5918822228401925,100.24787966364744,17.6445166965941,12.620759918692727,12.63183827480269,17.538964201493723,10.285025285767256
2012-01-12,3.631395126065999,100.24864095397002,17.53421992240055,12.531717983208855,12.542970532867207,17.426893233751787,10.234899479315642
2013-01-01,3.627105556173526,100.25150385719581,17.45762680412098,12.471843144499179,12.483179027490864,17.348667104719528,10.20327238254145
2013-01-02,3.647469841887812,100.25172298161979,17.38266401610255,12.40360904311669,12.41504262196091,17.273639109327824,10.166885055352509
2013-01-03,3.624224035436199,100.25000717516818,17.362895198898247,12.380898505482282,12.39240391228349,17.253743087822446,10.15657387255681
2013-01-04,3.6438567236082418,100.24647362678108,17.436827456962764,12.458448075374756,12.469657783251233,17.329384593198792,10.191229141374013
2013-01-05,3.623018013930822,100.2438123364585,17.544133908575667,12.559135172148949,12.570009396154457,17.436868464166533,10.241951722019175
2013-01-06,3.625657299645108,100.24139686026803,17.632182241909,12.646091362625139,12.65684677710684,17.526615368928436,10.2993712458287
2013-01-07,3.622005686741882,100.243832344139,17.70037901610255,12.714259104560622,12.72500806742942,17.595686336670372,10.35003253615128
2013-01-08,3.633728697494571,100.2443816989777,17.75151600534986,12.770150394883203,12.780885486784257,17.64693741193919,10.392037374860957
2013-01-09,3.617187622225753,100.24597707532179,17.757111059113303,12.771760502410086,12.782505916891784,17.65363504634779,10.393868127549132
2013-01-10,3.611972030827904,100.24825341940782,17.709370521478892,12.726010609936969,12.736784196461677,17.605623325917687,10.361688020022248
2013-01-11,3.635921815774141,100.2522922366121,17.60179406986599,12.611498029291804,12.622675486784258,17.498707519466073,10.291474256581386
2013-01-12,3.6551379448063988,100.25831804306372,17.468461811801472,12.486530287356322,12.497872260977806,17.365346229143494,10.213732321097517
2014-01-01,3.627026654483818,100.26184513983792,17.322613639758462,12.34660082499073,12.358677099687483,17.217977089358545,10.142907912495366
2014-01-02,3.622824465543726,100.26208845781028,17.2963561512792,12.345173520843266,12.357240348535411,17.191759462630436,10.143633142910112
2014-01-03,3.633818551565231,100.26291093092856,17.30114539859103,12.358593735897028,12.370429273266593,17.19606537660893,10.146452605275703
2014-01-04,3.654380809629748,100.26231017824038,17.363650774935113,12.418426961703481,12.430193359288099,17.26043387123259,10.176155185920864
2014-01-05,3.642200164468457,100.26199082340166,17.431237871709307,12.487017284284125,12.498690133481645,17.328366129297102,10.216051960114411
2014-01-06,3.6534884978017903,100.259769156735,17.519673347899783,12.575772760474601,12.587499657291168,17.414780891201865,10.2755562458287
2014-01-07,3.6672691429630806,100.25731109221888,17.593402380157848,12.65028888950686,12.662235141162139,17.48933572991154,10.327685278086763
2014-01-08,3.663653659092113,100.25799539329414,17.629593670480425,12.686489964775678,12.698432452990096,17.525925729911542,10.35665076195773
2014-01-09,3.6787940891996396,100.25990205996081,17.634362702738493,12.70335254542084,12.715240732559987,17.532000461094338,10.36754699851687
2014-01-10,3.6869506483394248,100.25971990942317,17.571969046824517,12.675587276603633,12.687490840086868,17.467625837438423,10.34986076195773
2014-01-11,3.704418067694263,100.262657328778,17.446547756501932,12.581133190582127,12.593363098151382,17.3389918589438,10.297258718946978
2014-01-12,3.746705164468457,100.26550249006831,17.330957433921288,12.502088029291805,12.514250194925578,17.221766052492185,10.245000654430848
2015-01-01,3.763147422532973,100.26832775888553,17.243824638222364,12.444888781979978,12.457051592775041,17.135045084750253,10.214352482387838
2015-01-02,3.7606648188463367,100.27143006303301,17.177756089835267,12.395789127602097,12.408279357751999,17.07017146723873,10.195853749668943
2015-01-03,3.736943958631283,100.27110812754913,17.20958006832989,12.430356331903171,12.442831508289633,17.101879424227977,10.213162459346362
2015-01-04,3.748360517771068,100.26706662217279,17.258897917792254,12.475472245881667,12.487915809364901,17.153882434980666,10.239947405582923
2015-01-05,3.7538734209968743,100.2676246866889,17.350736627469676,12.573259342655861,12.585483551300388,17.245243725303247,10.295508695905504
2015-01-06,3.7592153257587797,100.26959802002224,17.456277579850628,12.679236961703479,12.691317122728957,17.34938682054134,10.364308457810266
2015-01-07,3.7828508096297475,100.26524318131256,17.52594209597966,12.747907929445416,12.75997841305154,17.41934488505747,10.420347167487684
2015-01-08,3.798875863393188,100.26560565443084,17.577432848667833,12.81085878966047,12.823032929180572,17.471314777530587,10.465765232003815
2015-01-09,3.8088945730706074,100.26327146088246,17.574839192753853,12.854835886434664,12.866927445309603,17.46934671301446,10.493398887917792
2015-01-10,3.826598981672758,100.26378543937707,17.51852263361407,12.832256209015306,12.844373574341862,17.41081370226177,10.478301683616717
2015-01-11,3.8291095193071665,100.26782726733408,17.4316971497431,12.779467606864769,12.79154540229885,17.320594454949944,10.44239318899306
2015-01-12,3.8826450031781343,100.26877888023729,17.33882295619471,12.742190187509932,12.754213144234336,17.22522671301446,10.413041576089833
2016-01-01,3.910708121457704,100.26787253615129,17.23594897770009,12.671192983208854,12.68330475713756,17.119968003337043,10.375707920175856
2016-01-02,3.9399361526034213,100.26909700778644,17.192618388156152,12.65622435139573,12.668352254356694,17.076179905450502,10.370393793368292
2016-01-03,3.9669824966894436,100.26567808305525,17.213460646220668,12.690685534191429,12.702662039302929,17.095634529106416,10.386842395518832
2016-01-04,3.9647010988399813,100.2640943196144,17.26688075374755,12.74968564171831,12.761531179087875,17.14895528179459,10.419180675088723
2016-01-05,3.944675292388368,100.26103625509826,17.38030333439271,12.85509854494412,12.866634404894327,17.263893991472006,10.471158094443563
2016-01-06,3.936347706181471,100.25921200222469,17.494364253932943,12.957997970231474,12.969266703744902,17.379923761586948,10.533299473753907
2016-01-07,3.9338283513427617,100.25757329254728,17.5848868345781,13.031572163779861,13.042698961809418,17.471294729328882,10.584534957624873
2016-01-08,3.9148920072567406,100.25702694846126,17.655715221674875,13.092053023994914,13.10314154245458,17.544716019651464,10.629228398485088
2016-01-09,3.903519104030934,100.25848952910641,17.67076737221251,13.08423904550029,13.095382725250277,17.561043654060068,10.625875925366808
2016-01-10,3.8903877061814716,100.26180888394512,17.634633823825414,13.028328507865883,13.03966154245458,17.522613546533183,10.592251409237777
2016-01-11,3.9074409319879226,100.26574264738599,17.53955092059961,12.920873991736851,12.933061649981461,17.424202686318132,10.533395172678638
2016-01-12,3.8531377061814713,100.27324909899889,17.45025414640606,12.841122378833624,12.853448746755655,17.333525266963292,10.483440333968959
2017-01-01,3.9048612545685684,100.27259565813867,17.40223403887918,12.813667110016421,12.825998854282536,17.282927955135335,10.46624108665713
2017-01-02,3.9019521531860795,100.26923425260873,17.397315144869964,12.823440727527942,12.835716020181152,17.278197770803537,10.46912691615022
2017-01-03,3.896164303723714,100.27085823110333,17.436422671751682,12.868653415699985,12.880642041686531,17.316617448222893,10.487745948408282
2017-01-04,3.876000217702209,100.26739349992054,17.498127940568885,12.92051814688278,12.932272256740294,17.37855121166375,10.513807883892154
2017-01-05,3.922658282218338,100.26232898379152,17.622886005085014,13.044202017850523,13.055510966417712,17.503347985857303,10.578082077440543
2017-01-06,3.9456475679326233,100.26071398379152,17.71636933841835,13.138610589279095,13.1497321568939,17.59802774776206,10.63567231553578
2017-01-07,3.9147895034164946,100.26010753217861,17.79624998357964,13.209136395730706,13.22020635044229,17.677730973568515,10.689323928439006
